QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
USPSRA.070107.R02D,0-4 Not important,1,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your adult children...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 9.4,Those with adult children,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02D,Don't know/Refused,1,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your adult children...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 9.4,Those with adult children,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02E,10 Very important,23,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your job or career...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 7.6,Those employed full/part time,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02E,7-9,54,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your job or career...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 7.6,Those employed full/part time,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02E,5-6,17,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your job or career...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 7.6,Those employed full/part time,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02E,0-4 Not important,6,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your job or career...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 7.6,Those employed full/part time,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02E,Don't know/Refused,*,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your job or career...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 7.6,Those employed full/part time,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02F,10 Very important,56,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your mother...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 8.7,Those with mother still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02F,7-9,32,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your mother...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 8.7,Those with mother still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02F,5-6,7,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your mother...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 8.7,Those with mother still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02F,0-4 Not important,5,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your mother...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 8.7,Those with mother still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02F,Don't know/Refused,*,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your mother...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",* = less than .5%. Mean = 8.7,Those with mother still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02G,10 Very important,43,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your father...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 7.9,Those with father still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02G,7-9,35,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your father...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 7.9,Those with father still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02G,5-6,10,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your father...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 7.9,Those with father still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02G,0-4 Not important,11,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your father...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 7.9,Those with father still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02G,Don't know/Refused,1,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationship with your father...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 7.9,Those with father still living,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02H,10 Very important,37,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationships with friends...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.2,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02H,7-9,46,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationships with friends...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.2,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02H,5-6,12,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationships with friends...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.2,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02H,0-4 Not important,4,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationships with friends...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.2,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02H,Don't know/Refused,1,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...Your relationships with friends...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.2,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02I,10 Very important,31,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...The things you do in your free time...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.0,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02I,7-9,48,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...The things you do in your free time...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.0,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02I,5-6,15,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...The things you do in your free time...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.0,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02I,0-4 Not important,4,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...The things you do in your free time...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.0,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
USPSRA.070107.R02I,Don't know/Refused,2,"(Next, I'd like to ask you about some different aspects of your life.  As I read the following list, please tell me how important each aspect is to your personal happiness and fulfillment using a scale from zero to 10, where 10 means very important and zero means not important at all.)...The things you do in your free time...How important is this to your personal happiness? (Read if Necessary:) You can use any number between zero and ten.",Mean = 8.0,,07/01/2007,Princeton Survey Research Associates International,Pew Research Center,Pew Social Trends Poll,02/16/2007,03/14/2007,Y,national adult with oversamples of blacks and hispanics and an oversample of 18-49 year olds,2020,telephone,0
Number of items downloaded: 16,,,,,,,,,,,,,,,,
